2016-11-08 14:20:01,7
2016-11-08 15:00:01,8
2016-11-08 15:20:01,9
2016-11-08 15:40:01,9
2016-11-08 16:00:01,10
2016-11-08 16:20:01,12
2016-11-08 16:40:01,12
2016-11-08 17:00:01,12
2016-11-08 17:20:01,12
2016-11-08 17:40:01,15
2016-11-08 18:00:01,15
2016-11-08 18:20:01,15
2016-11-08 18:40:01,15
2016-11-08 19:00:01,15
2016-11-08 19:20:01,15
2016-11-08 19:40:01,15
2016-11-08 20:00:01,15
2016-11-08 20:20:01,16
2016-11-08 20:40:01,16
2016-11-08 21:00:01,16
2016-11-08 21:20:01,16
2016-11-08 21:40:01,16
2016-11-08 22:00:01,16
2016-11-08 22:20:01,16
2016-11-08 22:40:01,16
2016-11-08 23:00:01,16
2016-11-08 23:20:01,17
2016-11-09 00:20:01,17
2016-11-09 01:20:01,17
2016-11-09 02:20:01,17
2016-11-09 03:20:01,18
2016-11-09 04:20:01,18
2016-11-09 05:20:01,18
2016-11-09 06:20:01,18
2016-11-09 07:20:01,18
2016-11-09 08:20:01,18
2016-11-09 09:20:01,18
2016-11-09 10:20:01,18
2016-11-09 11:20:01,18
2016-11-09 12:20:01,19
2016-11-09 13:20:01,19
2016-11-09 14:20:01,20
2016-11-09 15:20:01,20
2016-11-09 16:20:01,20
2016-11-09 17:20:01,20
2016-11-09 18:20:01,20
2016-11-09 19:20:01,20
2016-11-09 20:20:01,22
2016-11-09 21:20:01,23
2016-11-09 22:20:01,23
2016-11-09 23:20:02,23
2016-11-10 00:20:01,23
2016-11-10 01:20:01,23
2016-11-10 02:20:01,23
2016-11-10 03:20:01,23
2016-11-10 04:20:01,23
2016-11-10 05:20:01,23
2016-11-10 06:20:01,23
2016-11-10 07:20:01,23
2016-11-10 08:20:01,25
2016-11-10 09:20:02,26
2016-11-10 10:20:01,26
2016-11-10 11:20:01,26
2016-11-10 12:20:01,26
2016-11-10 13:20:01,27
2016-11-10 14:20:01,27
2016-11-10 15:20:01,27
2016-11-10 16:20:01,27
2016-11-10 17:20:01,27
2016-11-10 18:20:01,27
2016-11-10 19:20:01,27
2016-11-10 20:20:01,28
2016-11-10 21:20:01,28
2016-11-10 22:20:01,28
2016-11-10 23:20:01,28
2016-11-11 00:20:01,28
2016-11-11 01:20:01,28
2016-11-11 02:20:01,28
2016-11-11 03:20:01,28
2016-11-11 04:20:01,28
2016-11-11 05:20:01,28
2016-11-11 06:20:01,28
2016-11-11 07:20:01,28
2016-11-11 08:20:01,28
2016-11-11 09:20:01,28
2016-11-11 10:20:01,28
2016-11-11 11:20:01,28
2016-11-11 12:20:01,28
2016-11-11 13:20:01,28
2016-11-11 14:20:01,28
2016-11-11 15:20:01,28
2016-11-11 16:20:01,28
2016-11-11 17:20:01,28
2016-11-11 18:20:01,28
2016-11-11 19:20:02,29
2016-11-11 20:20:01,29
2016-11-11 21:20:01,29
2016-11-11 22:20:01,29
2016-11-11 23:20:01,29
2016-11-12 00:20:01,29
2016-11-12 01:20:01,29
2016-11-12 02:20:01,29
2016-11-12 03:20:01,29
2016-11-12 04:20:01,29
2016-11-12 05:20:01,29
2016-11-12 06:20:01,29
2016-11-12 07:20:01,29
2016-11-12 08:20:01,29
2016-11-12 09:20:01,29
2016-11-12 10:20:01,29
2016-11-12 11:20:01,29
2016-11-12 12:20:01,29
2016-11-12 13:20:01,29
2016-11-12 14:20:01,29
2016-11-12 15:20:01,29
2016-11-12 16:20:01,29
2016-11-12 17:20:01,29
2016-11-12 18:20:01,29
2016-11-12 19:20:01,29
2016-11-12 20:20:01,29
2016-11-12 21:20:01,29
2016-11-12 22:20:01,29
2016-11-12 23:20:01,29
2016-11-13 00:20:01,29
2016-11-13 01:20:01,30
2016-11-13 02:20:01,30
2016-11-13 03:20:01,30
2016-11-13 04:20:02,30
2016-11-13 05:20:01,30
2016-11-13 06:20:01,30
2016-11-13 07:20:01,30
2016-11-13 08:20:01,30
2016-11-13 09:20:01,30
2016-11-13 10:20:01,31
2016-11-13 11:20:01,31
2016-11-13 12:20:01,33
2016-11-13 13:20:01,33
2016-11-13 14:20:01,34
2016-11-13 15:20:01,34
2016-11-13 16:20:01,33
2016-11-13 17:20:01,34
2016-11-13 18:20:01,34
2016-11-13 19:20:01,34
2016-11-13 20:20:01,34
2016-11-13 21:20:01,37
2016-11-13 22:20:01,39
2016-11-13 23:20:01,39
2016-11-14 00:20:01,39
2016-11-14 01:20:01,39
2016-11-14 02:20:01,39
2016-11-14 03:20:01,39
2016-11-14 04:20:01,39
2016-11-14 05:20:01,39
2016-11-14 06:20:01,39
2016-11-14 07:20:01,39
2016-11-14 08:20:01,39
2016-11-14 09:20:01,40
2016-11-14 10:20:01,41
2016-11-14 11:20:01,41
2016-11-14 12:20:01,41
2016-11-14 13:20:01,42
2016-11-14 14:20:01,42
2016-11-14 15:20:01,42
2016-11-14 16:20:01,42
2016-11-14 17:20:01,42
2016-11-14 18:20:01,42
2016-11-14 19:20:01,43
2016-11-14 20:20:01,42
2016-11-14 21:20:01,42
2016-11-14 22:20:01,42
2016-11-14 23:20:01,42
2016-11-15 00:20:01,42
2016-11-15 01:20:01,42
